statement_id,significance
15245,Pathogenic/Likely pathogenic
15246,Pathogenic/Likely pathogenic
15247,Pathogenic/Likely pathogenic
15248,Pathogenic/Likely pathogenic
15249,Pathogenic/Likely pathogenic
15250,Pathogenic
15251,Pathogenic/Likely pathogenic
15252,Pathogenic/Likely pathogenic
15253,Pathogenic/Likely pathogenic
15254,Pathogenic/Likely pathogenic
15255,Pathogenic/Likely pathogenic
15256,Pathogenic/Likely pathogenic
15257,Pathogenic/Likely pathogenic
15258,Pathogenic/Likely pathogenic
15259,Pathogenic/Likely pathogenic
15260,Pathogenic/Likely pathogenic
15261,Pathogenic
15262,Pathogenic
15263,Pathogenic
15264,Pathogenic
15265,Pathogenic
15266,Pathogenic
15267,Pathogenic
15268,Pathogenic
15269,Pathogenic
15270,Pathogenic/Likely pathogenic
15271,Pathogenic/Likely pathogenic
15272,Pathogenic/Likely pathogenic
15273,Likely pathogenic
15274,Pathogenic
15275,Pathogenic
15276,Uncertain significance
15277,Pathogenic
15278,Benign
15279,Pathogenic
15280,Conflicting interpretations of pathogenicity
15281,Conflicting interpretations of pathogenicity
15282,Pathogenic
15283,Pathogenic
15284,Pathogenic
15285,Pathogenic
15286,Pathogenic/Likely pathogenic
15287,Pathogenic/Likely pathogenic
15288,Likely pathogenic
15289,Conflicting interpretations of pathogenicity
15290,Conflicting interpretations of pathogenicity
15291,Conflicting interpretations of pathogenicity
15292,Conflicting interpretations of pathogenicity
15293,Conflicting interpretations of pathogenicity
15294,Conflicting interpretations of pathogenicity
15295,Pathogenic
15296,Conflicting interpretations of pathogenicity
15297,Conflicting interpretations of pathogenicity
15298,Pathogenic
15299,Pathogenic/Likely pathogenic
15300,Pathogenic
15301,Pathogenic
15302,Uncertain significance
15303,Pathogenic
15304,Pathogenic
15305,Pathogenic
15306,Pathogenic
15307,Pathogenic
15308,Pathogenic
15309,Pathogenic
15310,Pathogenic/Likely pathogenic
15311,Pathogenic
15312,Pathogenic
15313,Likely pathogenic
15314,Pathogenic
15315,Pathogenic
15316,Uncertain significance
15317,Uncertain significance
15318,Pathogenic
15319,Pathogenic
15320,Conflicting interpretations of pathogenicity
15321,Conflicting interpretations of pathogenicity
15322,Conflicting interpretations of pathogenicity
15323,Pathogenic/Likely pathogenic
15324,Pathogenic/Likely pathogenic
15325,Pathogenic/Likely pathogenic
15326,Pathogenic/Likely pathogenic
15327,Pathogenic/Likely pathogenic
15328,Pathogenic/Likely pathogenic
15329,Pathogenic
15330,Pathogenic
15331,Pathogenic
15332,Pathogenic
15333,Pathogenic
15334,Pathogenic
15335,Pathogenic
15336,Pathogenic
15337,Pathogenic
15338,Pathogenic
15339,Pathogenic
15340,Pathogenic
15341,Pathogenic
15342,Pathogenic
15343,Pathogenic
15344,Pathogenic
15345,Pathogenic
15346,Pathogenic
15347,Pathogenic
15348,Pathogenic
15349,Pathogenic
15350,Pathogenic
15351,Pathogenic
15352,Pathogenic
15353,Pathogenic
15354,Pathogenic
15355,Pathogenic
15356,Pathogenic
15357,Pathogenic
15358,Pathogenic/Likely pathogenic
15359,Pathogenic/Likely pathogenic
15360,Pathogenic/Likely pathogenic
15361,Pathogenic/Likely pathogenic
15362,Pathogenic
15363,Pathogenic
15364,Pathogenic
15365,Pathogenic
15366,Pathogenic
15367,Pathogenic
15368,Pathogenic
15369,Pathogenic
15370,Pathogenic
15371,Pathogenic
15372,Pathogenic
15373,Pathogenic
15374,Pathogenic
15375,Pathogenic
15376,Pathogenic
15377,Pathogenic
15378,Pathogenic
15379,Pathogenic
15380,Pathogenic
15381,Pathogenic
15382,Pathogenic
15383,Pathogenic
15384,Pathogenic
15385,Pathogenic/Likely pathogenic
15386,Pathogenic/Likely pathogenic
15387,Pathogenic/Likely pathogenic
15388,Pathogenic/Likely pathogenic
15389,Pathogenic/Likely pathogenic
15390,Pathogenic
15391,Pathogenic
15392,Pathogenic
15393,Pathogenic
15394,Pathogenic
15395,Pathogenic
15396,Pathogenic
15397,Pathogenic
15398,Pathogenic
15399,Pathogenic
15400,Pathogenic
15401,Pathogenic
15402,Pathogenic
15403,Pathogenic
15404,Pathogenic
15405,Pathogenic
15406,Pathogenic
15407,Pathogenic
15408,Pathogenic
15409,Pathogenic
15410,Pathogenic
15411,Pathogenic
15412,Pathogenic
15413,Pathogenic
15414,Pathogenic/Likely pathogenic
15415,Pathogenic/Likely pathogenic
15416,Pathogenic/Likely pathogenic
15417,Pathogenic
15418,Pathogenic
15419,Pathogenic
15420,Pathogenic
15421,Pathogenic
15422,Conflicting interpretations of pathogenicity; risk factor
15423,Conflicting interpretations of pathogenicity; risk factor
15424,Conflicting interpretations of pathogenicity; risk factor
15425,Conflicting interpretations of pathogenicity; risk factor
15426,Pathogenic
15427,Pathogenic
15428,Pathogenic
15429,Pathogenic
15430,Pathogenic
15431,Pathogenic
15432,Pathogenic
15433,Pathogenic
15434,Pathogenic
15435,Pathogenic
15436,Conflicting interpretations of pathogenicity
15437,Conflicting interpretations of pathogenicity
15438,Conflicting interpretations of pathogenicity
15439,Pathogenic
15440,Pathogenic
15441,Pathogenic
15442,Pathogenic
15443,Pathogenic
15444,Uncertain significance
15445,Uncertain significance
15446,Pathogenic
15447,Pathogenic
15448,Pathogenic
15449,Pathogenic
15450,Pathogenic
15451,Pathogenic
15452,Pathogenic/Likely pathogenic
15453,Pathogenic/Likely pathogenic
15454,Pathogenic/Likely pathogenic
15455,Pathogenic/Likely pathogenic
15456,Pathogenic/Likely pathogenic
15457,Pathogenic/Likely pathogenic
15458,Pathogenic
15459,Pathogenic
15460,Pathogenic
15461,Pathogenic
15462,Pathogenic
15463,Pathogenic
15464,Pathogenic
15465,Pathogenic
15466,Pathogenic
15467,Pathogenic
15468,Pathogenic
15469,Pathogenic
15470,Pathogenic
15471,Pathogenic
15472,Pathogenic
15473,Pathogenic
15474,Pathogenic
15475,Pathogenic
15476,Pathogenic
15477,Pathogenic
15478,Pathogenic
15479,Pathogenic/Likely pathogenic
15480,Pathogenic/Likely pathogenic
15481,Pathogenic/Likely pathogenic
15482,Pathogenic/Likely pathogenic
15483,Pathogenic/Likely pathogenic
15484,Pathogenic/Likely pathogenic
15485,Pathogenic/Likely pathogenic
15486,Pathogenic/Likely pathogenic
15487,Pathogenic/Likely pathogenic
15488,Pathogenic
15489,Pathogenic
15490,Pathogenic
15491,Pathogenic
15492,Pathogenic
15493,Pathogenic
15494,Pathogenic
15495,Pathogenic
15496,Pathogenic
15497,Pathogenic
15498,Pathogenic
15499,Pathogenic
15500,Pathogenic
15501,Pathogenic
15502,Pathogenic
15503,Pathogenic
15504,Pathogenic
15505,Pathogenic
15506,Pathogenic
15507,Pathogenic
15508,Pathogenic
15509,Pathogenic
15510,Pathogenic
15511,Pathogenic
15512,Pathogenic
15513,Pathogenic
15514,Pathogenic
15515,Pathogenic
15516,Pathogenic
15517,Pathogenic
15518,Pathogenic
15519,Pathogenic
15520,Pathogenic
15521,Pathogenic
15522,Pathogenic
15523,Pathogenic
15524,Pathogenic
15525,Pathogenic
15526,Conflicting interpretations of pathogenicity
15527,Conflicting interpretations of pathogenicity
15528,Conflicting interpretations of pathogenicity
15529,Conflicting interpretations of pathogenicity
15530,Conflicting interpretations of pathogenicity
15531,Pathogenic
15532,Pathogenic
15533,Pathogenic
15534,Pathogenic
15535,Pathogenic
15536,Pathogenic
15537,Conflicting interpretations of pathogenicity
15538,Conflicting interpretations of pathogenicity
15539,Conflicting interpretations of pathogenicity
15540,Conflicting interpretations of pathogenicity
15541,Conflicting interpretations of pathogenicity
15542,Conflicting interpretations of pathogenicity
15543,Conflicting interpretations of pathogenicity
15544,Conflicting interpretations of pathogenicity
15545,Conflicting interpretations of pathogenicity
15546,Pathogenic
15547,Pathogenic
15548,Pathogenic
15549,Pathogenic
15550,Pathogenic
15551,Pathogenic
15552,Pathogenic
15553,Pathogenic
15554,Pathogenic
15555,Pathogenic
15556,Pathogenic
15557,Pathogenic
15558,Pathogenic
15559,Pathogenic
15560,Pathogenic
15561,Pathogenic
15562,Pathogenic
15563,Pathogenic
15564,Pathogenic
15565,Pathogenic
15566,Pathogenic
15567,Uncertain significance
15568,Uncertain significance
15569,Uncertain significance
15570,Pathogenic
15571,Pathogenic
15572,Pathogenic
15573,Pathogenic
15574,Pathogenic
15575,Pathogenic
15576,Pathogenic
15577,Pathogenic
15578,Pathogenic
15579,Pathogenic
15580,Pathogenic
15581,Pathogenic
15582,Pathogenic
15583,Pathogenic
15584,Pathogenic
15585,Pathogenic/Likely pathogenic
15586,Pathogenic/Likely pathogenic
15587,Pathogenic/Likely pathogenic
15588,Pathogenic
15589,Pathogenic
15590,Pathogenic/Likely pathogenic
15591,Pathogenic/Likely pathogenic
15592,Pathogenic/Likely pathogenic
15593,Pathogenic/Likely pathogenic
15594,Pathogenic
15595,Pathogenic
15596,Pathogenic
15597,Pathogenic
15598,Pathogenic
15599,Pathogenic
15600,Pathogenic
15601,Pathogenic
15602,Pathogenic/Likely pathogenic
15603,Pathogenic/Likely pathogenic
15604,Pathogenic/Likely pathogenic
15605,Pathogenic
15606,Conflicting interpretations of pathogenicity
15607,Conflicting interpretations of pathogenicity
15608,Pathogenic
15609,Pathogenic/Likely pathogenic
15610,Pathogenic/Likely pathogenic
15611,Pathogenic
15612,Pathogenic
15613,Pathogenic
15614,Pathogenic
15615,Pathogenic
15616,Pathogenic
15617,Pathogenic/Likely pathogenic
15618,Pathogenic
15619,Pathogenic
15620,Pathogenic
15621,Uncertain significance
15622,Pathogenic
15623,Pathogenic
15624,Pathogenic
15625,Pathogenic
15626,Pathogenic
15627,Pathogenic
15628,Pathogenic
15629,Pathogenic/Likely pathogenic
15630,Pathogenic/Likely pathogenic
15631,Pathogenic/Likely pathogenic
15632,Pathogenic
15633,Pathogenic
15634,Likely pathogenic
15635,Likely pathogenic
15636,Likely pathogenic
15637,Pathogenic
15638,Likely pathogenic
15639,Pathogenic/Likely pathogenic
15640,Pathogenic
15641,Pathogenic
15642,Pathogenic
15643,Pathogenic
15644,Pathogenic
15645,Pathogenic
15646,Benign/Likely benign
15647,Benign/Likely benign
15648,Benign/Likely benign
15649,Benign/Likely benign
15650,Benign/Likely benign
15651,Benign/Likely benign
15652,Pathogenic
15653,Pathogenic
15654,Pathogenic
15655,Pathogenic
15656,Pathogenic
15657,Pathogenic
15658,Pathogenic
15659,Likely pathogenic
15660,Likely pathogenic
15661,Pathogenic
15662,Pathogenic
15663,Pathogenic
15664,Pathogenic
15665,Pathogenic/Likely pathogenic
15666,Pathogenic/Likely pathogenic
15667,Pathogenic/Likely pathogenic
15668,Pathogenic/Likely pathogenic
15669,Uncertain significance
15670,Uncertain significance
15671,Pathogenic
15672,Benign
15673,Benign
15674,Benign
15675,Benign
15676,Benign
15677,Benign
15678,Uncertain significance
15679,Uncertain significance
15680,Likely pathogenic
15681,Likely pathogenic
15682,Pathogenic
15683,Pathogenic
15684,Pathogenic
15685,Pathogenic
15686,Pathogenic
15687,protective
15688,Pathogenic
15689,Pathogenic
15690,Pathogenic
15691,Pathogenic
15692,Pathogenic
15693,Pathogenic
15694,Pathogenic/Likely pathogenic
15695,Pathogenic
15696,Pathogenic
15697,Pathogenic
15698,Pathogenic
15699,Pathogenic
15700,Pathogenic
15701,Pathogenic
15702,Pathogenic/Likely pathogenic
15703,Pathogenic/Likely pathogenic
15704,Pathogenic/Likely pathogenic
15705,Pathogenic/Likely pathogenic
15706,Pathogenic/Likely pathogenic
15707,Pathogenic/Likely pathogenic
15708,Pathogenic/Likely pathogenic
15709,Pathogenic/Likely pathogenic
15710,Pathogenic/Likely pathogenic
15711,Pathogenic/Likely pathogenic
15712,Conflicting interpretations of pathogenicity
15713,Conflicting interpretations of pathogenicity
15714,Conflicting interpretations of pathogenicity
15715,Conflicting interpretations of pathogenicity
15716,Conflicting interpretations of pathogenicity
15717,Conflicting interpretations of pathogenicity
15718,Pathogenic
15719,Pathogenic
15720,Pathogenic
15721,Pathogenic
15722,Benign/Likely benign
15723,Benign/Likely benign
15724,Benign/Likely benign
15725,Benign/Likely benign
15726,Benign/Likely benign
15727,Pathogenic
15728,Pathogenic
15729,Pathogenic
15730,Pathogenic
15731,Pathogenic
15732,Pathogenic
15733,Pathogenic
15734,Pathogenic
15735,Pathogenic
15736,Pathogenic
15737,Conflicting interpretations of pathogenicity
15738,Pathogenic
15739,Pathogenic/Likely pathogenic
15740,Pathogenic
15741,Pathogenic
15742,Pathogenic
15743,Pathogenic/Likely pathogenic
15744,Pathogenic
15745,Benign
15746,Benign
15747,Benign
15748,Benign
15749,Pathogenic
15750,Pathogenic
15751,Conflicting interpretations of pathogenicity
15752,Conflicting interpretations of pathogenicity
15753,Conflicting interpretations of pathogenicity
15754,Pathogenic
15755,Pathogenic
15756,Pathogenic
15757,Conflicting interpretations of pathogenicity
15758,Conflicting interpretations of pathogenicity
15759,Conflicting interpretations of pathogenicity
15760,Conflicting interpretations of pathogenicity
15761,Pathogenic
15762,Pathogenic
15763,Pathogenic
15764,Pathogenic
15765,Pathogenic
15766,Pathogenic
15767,Pathogenic
15768,Pathogenic
15769,Pathogenic/Likely pathogenic
15770,Pathogenic/Likely pathogenic
15771,Pathogenic/Likely pathogenic
15772,Pathogenic
15773,Uncertain significance
15774,Pathogenic
15775,Pathogenic
15776,Pathogenic
15777,Pathogenic
15778,Pathogenic
15779,Pathogenic
15780,Conflicting interpretations of pathogenicity
15781,Conflicting interpretations of pathogenicity
15782,Conflicting interpretations of pathogenicity
15783,Conflicting interpretations of pathogenicity
15784,Conflicting interpretations of pathogenicity
15785,Conflicting interpretations of pathogenicity
15786,Conflicting interpretations of pathogenicity
15787,Conflicting interpretations of pathogenicity
15788,Uncertain significance
15789,Uncertain significance
15790,Uncertain significance
15791,Conflicting interpretations of pathogenicity; other; risk factor
15792,Conflicting interpretations of pathogenicity; other; risk factor
15793,Conflicting interpretations of pathogenicity; other; risk factor
15794,Conflicting interpretations of pathogenicity; other; risk factor
15795,Conflicting interpretations of pathogenicity; other; risk factor
15796,Conflicting interpretations of pathogenicity; other; risk factor
15797,Conflicting interpretations of pathogenicity; other; risk factor
15798,Conflicting interpretations of pathogenicity; other; risk factor
15799,Pathogenic
15800,Pathogenic
15801,Pathogenic
15802,Pathogenic
15803,Pathogenic
15804,Pathogenic
15805,Pathogenic
15806,Pathogenic
15807,Pathogenic
15808,Pathogenic
15809,Pathogenic
15810,Pathogenic
15811,Pathogenic
15812,Pathogenic
15813,Pathogenic
15814,Pathogenic
15815,Pathogenic
15816,Pathogenic
15817,Pathogenic
15818,Pathogenic
15819,Pathogenic
15820,Pathogenic
15821,Pathogenic
15822,Pathogenic
15823,Pathogenic
15824,Pathogenic
15825,Pathogenic
15826,Pathogenic
15827,Pathogenic
15828,Pathogenic
15829,Pathogenic
15830,Pathogenic
15831,Pathogenic
15832,Pathogenic
15833,Pathogenic
15834,Pathogenic
15835,Pathogenic
15836,Pathogenic
15837,Pathogenic/Likely pathogenic
15838,Pathogenic/Likely pathogenic
15839,Pathogenic/Likely pathogenic
15840,Pathogenic/Likely pathogenic
15841,Pathogenic/Likely pathogenic
15842,Pathogenic
15843,Pathogenic
15844,Pathogenic
15845,Pathogenic
15846,Pathogenic
15847,Conflicting interpretations of pathogenicity
15848,Conflicting interpretations of pathogenicity
15849,Conflicting interpretations of pathogenicity
15850,Conflicting interpretations of pathogenicity
15851,Conflicting interpretations of pathogenicity
15852,Pathogenic
15853,Pathogenic
15854,Pathogenic
15855,Pathogenic
15856,Pathogenic
15857,Pathogenic
15858,Pathogenic
15859,Pathogenic
15860,Pathogenic
15861,Pathogenic
15862,Pathogenic
15863,Pathogenic
15864,Pathogenic
15865,Conflicting interpretations of pathogenicity
15866,Conflicting interpretations of pathogenicity
15867,Conflicting interpretations of pathogenicity
15868,Conflicting interpretations of pathogenicity
15869,Conflicting interpretations of pathogenicity
15870,Conflicting interpretations of pathogenicity
15871,Conflicting interpretations of pathogenicity
15872,Conflicting interpretations of pathogenicity
15873,Conflicting interpretations of pathogenicity
15874,Conflicting interpretations of pathogenicity
15875,Conflicting interpretations of pathogenicity
15876,Conflicting interpretations of pathogenicity
15877,Conflicting interpretations of pathogenicity
15878,Conflicting interpretations of pathogenicity
15879,Conflicting interpretations of pathogenicity
15880,Conflicting interpretations of pathogenicity
15881,Pathogenic
15882,Conflicting interpretations of pathogenicity
15883,Conflicting interpretations of pathogenicity
15884,Conflicting interpretations of pathogenicity
15885,Conflicting interpretations of pathogenicity
15886,Conflicting interpretations of pathogenicity
15887,Conflicting interpretations of pathogenicity
15888,Conflicting interpretations of pathogenicity
15889,Conflicting interpretations of pathogenicity
15890,Conflicting interpretations of pathogenicity
15891,Conflicting interpretations of pathogenicity
15892,Conflicting interpretations of pathogenicity
15893,Conflicting interpretations of pathogenicity
15894,Conflicting interpretations of pathogenicity
15895,Conflicting interpretations of pathogenicity
15896,Conflicting interpretations of pathogenicity
15897,Pathogenic
15898,Conflicting interpretations of pathogenicity
15899,Conflicting interpretations of pathogenicity
15900,Conflicting interpretations of pathogenicity
15901,Conflicting interpretations of pathogenicity
15902,Conflicting interpretations of pathogenicity
15903,Conflicting interpretations of pathogenicity
15904,Conflicting interpretations of pathogenicity
15905,Conflicting interpretations of pathogenicity
15906,Pathogenic
15907,Benign/Likely benign
15908,Benign/Likely benign
15909,Benign/Likely benign
15910,Benign/Likely benign
15911,Benign/Likely benign
15912,Uncertain significance
15913,Uncertain significance
15914,Pathogenic
15915,Uncertain significance
15916,Uncertain significance
15917,Pathogenic/Likely pathogenic
15918,Pathogenic/Likely pathogenic
15919,Pathogenic/Likely pathogenic
15920,Pathogenic/Likely pathogenic
15921,Pathogenic/Likely pathogenic
15922,Pathogenic/Likely pathogenic
15923,Pathogenic/Likely pathogenic
15924,Pathogenic/Likely pathogenic
15925,Pathogenic/Likely pathogenic
15926,Pathogenic
15927,Pathogenic/Likely pathogenic
15928,Pathogenic/Likely pathogenic
15929,Pathogenic/Likely pathogenic
15930,Pathogenic
15931,Pathogenic
15932,Pathogenic
15933,Pathogenic
15934,Pathogenic
15935,Pathogenic
15936,Pathogenic
15937,Pathogenic
15938,Pathogenic
15939,Uncertain significance
15940,Benign
15941,Benign
15942,Pathogenic/Likely pathogenic
15943,Pathogenic/Likely pathogenic
15944,Pathogenic/Likely pathogenic
15945,Pathogenic/Likely pathogenic
15946,Pathogenic
15947,Pathogenic/Likely pathogenic
15948,Pathogenic/Likely pathogenic
15949,Pathogenic/Likely pathogenic
15950,Pathogenic
15951,Pathogenic
15952,Pathogenic
15953,Pathogenic
15954,Pathogenic
15955,Pathogenic
15956,Conflicting interpretations of pathogenicity
15957,Conflicting interpretations of pathogenicity
15958,Pathogenic
15959,Pathogenic
15960,Conflicting interpretations of pathogenicity
15961,Conflicting interpretations of pathogenicity
15962,Conflicting interpretations of pathogenicity
15963,Pathogenic
15964,Uncertain significance
15965,Uncertain significance
15966,Likely pathogenic
15967,Likely pathogenic
15968,Pathogenic
15969,Pathogenic
15970,Pathogenic
15971,Pathogenic
15972,Pathogenic
15973,Likely pathogenic
15974,Likely pathogenic
15975,Likely pathogenic
15976,Uncertain significance
15977,Uncertain significance
15978,Benign
15979,Benign
15980,Benign
15981,Benign
15982,Benign
15983,Uncertain significance
15984,Benign
15985,Benign
15986,Likely pathogenic
15987,Likely pathogenic
15988,Pathogenic
15989,Pathogenic
15990,Pathogenic
15991,Pathogenic
15992,Pathogenic
15993,Pathogenic
15994,Likely pathogenic
15995,Likely pathogenic
15996,Uncertain significance
15997,Uncertain significance
15998,Uncertain significance
15999,Uncertain significance
16000,Conflicting interpretations of pathogenicity
16001,Conflicting interpretations of pathogenicity
16002,Conflicting interpretations of pathogenicity
16003,Conflicting interpretations of pathogenicity
16004,Pathogenic
16005,Pathogenic
16006,Pathogenic
16007,Pathogenic
16008,Pathogenic
16009,Pathogenic
16010,Conflicting interpretations of pathogenicity
16011,Conflicting interpretations of pathogenicity
16012,Conflicting interpretations of pathogenicity
16013,Pathogenic
16014,Conflicting interpretations of pathogenicity
16015,Conflicting interpretations of pathogenicity
16016,Conflicting interpretations of pathogenicity
16017,Pathogenic
16018,Conflicting interpretations of pathogenicity
16019,Conflicting interpretations of pathogenicity
16020,Conflicting interpretations of pathogenicity
16021,Conflicting interpretations of pathogenicity
16022,Conflicting interpretations of pathogenicity
16023,Conflicting interpretations of pathogenicity
16024,Conflicting interpretations of pathogenicity
16025,Conflicting interpretations of pathogenicity
16026,Pathogenic/Likely pathogenic
16027,Pathogenic/Likely pathogenic
16028,Pathogenic
16029,Pathogenic
16030,Pathogenic
16031,Pathogenic
16032,Pathogenic
16033,Pathogenic
16034,Pathogenic
16035,Uncertain significance
16036,Pathogenic
16037,Pathogenic
16038,Pathogenic
16039,Pathogenic
16040,Pathogenic
16041,Pathogenic
16042,Pathogenic
16043,Pathogenic
16044,Pathogenic
16045,Likely pathogenic
16046,Pathogenic
16047,Pathogenic/Likely pathogenic
16048,Pathogenic
16049,no interpretation for the single variant
16050,Uncertain significance
16051,Uncertain significance
16052,Pathogenic
16053,Pathogenic
16054,Pathogenic
16055,Pathogenic
16056,Pathogenic
16057,Pathogenic
16058,Conflicting interpretations of pathogenicity
16059,Conflicting interpretations of pathogenicity
16060,Benign/Likely benign
16061,Benign/Likely benign
16062,Pathogenic
16063,Pathogenic
16064,Pathogenic
16065,Pathogenic/Likely pathogenic
16066,Pathogenic/Likely pathogenic
16067,Pathogenic/Likely pathogenic
16068,Pathogenic/Likely pathogenic
16069,Pathogenic/Likely pathogenic
16070,Pathogenic/Likely pathogenic
16071,Pathogenic/Likely pathogenic
16072,Pathogenic/Likely pathogenic
16073,Uncertain significance
16074,Pathogenic
16075,Pathogenic
16076,Pathogenic
16077,Likely pathogenic
16078,Pathogenic
16079,Pathogenic
16080,Pathogenic
16081,Pathogenic
16082,Pathogenic
16083,Pathogenic
16084,Pathogenic
16085,Pathogenic
16086,Pathogenic
16087,Pathogenic
16088,Pathogenic
16089,Pathogenic
16090,Pathogenic
16091,Pathogenic
16092,Pathogenic
16093,Pathogenic
16094,Pathogenic
16095,Pathogenic
16096,Pathogenic
16097,Pathogenic
16098,Pathogenic
16099,Pathogenic
16100,Pathogenic
16101,Pathogenic
16102,Pathogenic
16103,Pathogenic
16104,Pathogenic
16105,Pathogenic
16106,Pathogenic
16107,Pathogenic
16108,Pathogenic
16109,Pathogenic
16110,Pathogenic
16111,Pathogenic
16112,Pathogenic
16113,Pathogenic
16114,Pathogenic
16115,Pathogenic
16116,Pathogenic
16117,Pathogenic
16118,Pathogenic
16119,Pathogenic
16120,Pathogenic
16121,Pathogenic
16122,Pathogenic
16123,Pathogenic
16124,Pathogenic
16125,Pathogenic
16126,Pathogenic
16127,Pathogenic
16128,Pathogenic
16129,Pathogenic
16130,Pathogenic
16131,Pathogenic
16132,Pathogenic
16133,Pathogenic
16134,Pathogenic
16135,Pathogenic
16136,Pathogenic
16137,Pathogenic
16138,Pathogenic
16139,Pathogenic
16140,Pathogenic
16141,Pathogenic
16142,Pathogenic
16143,Pathogenic
16144,Pathogenic
16145,Pathogenic
16146,Pathogenic
16147,Pathogenic
16148,Pathogenic
16149,Pathogenic
16150,Pathogenic
16151,Pathogenic
16152,Pathogenic
16153,Pathogenic
16154,Pathogenic
16155,Pathogenic
16156,Pathogenic
16157,Pathogenic
16158,Pathogenic
16159,Pathogenic
16160,Pathogenic
16161,Pathogenic
16162,Pathogenic
16163,Pathogenic/Likely pathogenic
16164,Pathogenic/Likely pathogenic
16165,Pathogenic/Likely pathogenic
16166,Pathogenic/Likely pathogenic
16167,Pathogenic/Likely pathogenic
16168,Pathogenic/Likely pathogenic
16169,Pathogenic/Likely pathogenic
16170,Pathogenic/Likely pathogenic
16171,Pathogenic/Likely pathogenic
16172,Pathogenic/Likely pathogenic
16173,Pathogenic/Likely pathogenic
16174,Pathogenic/Likely pathogenic
16175,Pathogenic/Likely pathogenic
16176,Pathogenic/Likely pathogenic
16177,Pathogenic/Likely pathogenic
16178,Pathogenic/Likely pathogenic
16179,Pathogenic/Likely pathogenic
16180,Pathogenic/Likely pathogenic
16181,Pathogenic/Likely pathogenic
16182,Pathogenic/Likely pathogenic
16183,Pathogenic/Likely pathogenic
16184,Pathogenic/Likely pathogenic
16185,Pathogenic/Likely pathogenic
16186,Pathogenic/Likely pathogenic
16187,Pathogenic/Likely pathogenic
16188,Pathogenic/Likely pathogenic
16189,Pathogenic/Likely pathogenic
16190,Pathogenic/Likely pathogenic
16191,Pathogenic/Likely pathogenic
16192,Pathogenic/Likely pathogenic
16193,Pathogenic/Likely pathogenic
16194,Pathogenic/Likely pathogenic
16195,Pathogenic/Likely pathogenic
16196,Pathogenic/Likely pathogenic
16197,Pathogenic/Likely pathogenic
16198,Pathogenic/Likely pathogenic
16199,Pathogenic/Likely pathogenic
16200,Pathogenic/Likely pathogenic
16201,Pathogenic/Likely pathogenic
16202,Pathogenic/Likely pathogenic
16203,Pathogenic/Likely pathogenic
16204,Pathogenic/Likely pathogenic
16205,Pathogenic/Likely pathogenic
16206,Pathogenic/Likely pathogenic
16207,Pathogenic/Likely pathogenic
16208,Pathogenic/Likely pathogenic
16209,Pathogenic/Likely pathogenic
16210,Pathogenic/Likely pathogenic
16211,Pathogenic/Likely pathogenic
16212,Pathogenic/Likely pathogenic
16213,Pathogenic/Likely pathogenic
16214,Pathogenic/Likely pathogenic
16215,Pathogenic/Likely pathogenic
16216,Pathogenic/Likely pathogenic
16217,Pathogenic/Likely pathogenic
16218,Pathogenic/Likely pathogenic
16219,Pathogenic/Likely pathogenic
16220,Pathogenic/Likely pathogenic
16221,Pathogenic/Likely pathogenic
16222,Pathogenic/Likely pathogenic
16223,Pathogenic/Likely pathogenic
16224,Pathogenic/Likely pathogenic
16225,Pathogenic/Likely pathogenic
16226,Pathogenic/Likely pathogenic
16227,Pathogenic/Likely pathogenic
16228,Pathogenic/Likely pathogenic
16229,Pathogenic/Likely pathogenic
16230,Pathogenic/Likely pathogenic
16231,Pathogenic/Likely pathogenic
16232,Pathogenic/Likely pathogenic
16233,Pathogenic/Likely pathogenic
16234,Pathogenic/Likely pathogenic
16235,Pathogenic/Likely pathogenic
16236,Pathogenic/Likely pathogenic
16237,Pathogenic/Likely pathogenic
16238,Pathogenic/Likely pathogenic
16239,Pathogenic/Likely pathogenic
16240,Pathogenic/Likely pathogenic
16241,Pathogenic/Likely pathogenic
16242,Pathogenic/Likely pathogenic
16243,Pathogenic/Likely pathogenic
16244,Conflicting interpretations of pathogenicity
16245,Conflicting interpretations of pathogenicity
16246,Conflicting interpretations of pathogenicity
16247,Conflicting interpretations of pathogenicity
16248,Conflicting interpretations of pathogenicity
16249,Conflicting interpretations of pathogenicity
16250,Conflicting interpretations of pathogenicity
16251,Conflicting interpretations of pathogenicity
16252,Conflicting interpretations of pathogenicity
16253,Conflicting interpretations of pathogenicity
16254,Conflicting interpretations of pathogenicity
16255,Conflicting interpretations of pathogenicity
16256,Conflicting interpretations of pathogenicity
16257,Conflicting interpretations of pathogenicity
16258,Conflicting interpretations of pathogenicity
16259,Conflicting interpretations of pathogenicity
16260,Conflicting interpretations of pathogenicity
16261,Conflicting interpretations of pathogenicity
16262,Conflicting interpretations of pathogenicity
16263,Conflicting interpretations of pathogenicity
16264,Pathogenic
16265,Pathogenic
16266,Pathogenic
16267,Pathogenic
16268,Pathogenic
16269,Pathogenic
16270,Pathogenic
16271,Pathogenic
16272,Pathogenic
16273,Pathogenic
16274,Pathogenic
16275,Pathogenic
16276,Pathogenic
16277,Pathogenic
16278,Pathogenic
16279,Pathogenic
16280,Pathogenic
16281,Pathogenic
16282,Pathogenic
16283,Pathogenic
16284,Pathogenic
16285,Pathogenic
16286,Pathogenic
